python_score,java_score,cpp_score,javascript_score,ml_skills,web_dev_score,dsa_score,cloud_score,data_analytics_score,database_score,aptitude_score,communication_score,coding_problems_solved,internships,projects,certifications,hackathons,cgpa,role,company_tier,salary_lpa
24.7,64.3,13.7,42.7,75.1,21.9,66.1,79.8,45.5,44.3,41.4,2.5,373,3,5,3,2,7.79,ML Engineer,Service-Based,4.89
95.5,51.0,16.8,79.2,35.4,84.2,56.4,33.2,0.0,78.7,60.1,3.5,450,2,1,5,2,7.93,Full-Stack Developer,Product-Based,16.85
82.2,14.6,33.4,18.7,100.0,46.7,78.0,80.8,96.8,61.1,64.9,3.5,509,2,4,4,1,8.13,Data Scientist,Top-Tier,39.22
45.3,70.9,49.7,38.7,25.2,51.8,64.1,45.2,17.6,67.2,52.3,2.5,377,3,7,2,4,8.09,Software Developer,Service-Based,4.99
38.7,68.0,38.9,100.0,49.9,81.5,77.7,50.5,26.0,72.1,48.2,4.0,370,0,6,4,3,9.26,Full-Stack Developer,Fintech,24.51
80.9,62.6,46.6,64.9,3.9,20.5,75.8,75.1,14.1,83.8,57.1,3.0,285,2,6,3,1,7.21,Backend Developer,Product-Based,15.38
83.7,21.9,61.6,33.4,79.1,42.2,56.1,56.0,53.1,31.7,75.1,3.0,266,2,6,3,4,7.95,ML Engineer,Service-Based,4.45
61.7,74.9,47.6,63.7,7.1,26.7,69.1,68.4,0.0,39.4,54.1,3.5,223,2,6,2,3,7.56,Software Developer,Product-Based,11.79
35.6,49.2,78.9,66.1,22.8,72.5,71.9,35.5,0.6,55.0,65.7,3.5,354,0,6,0,1,8.34,Software Developer,Product-Based,19.46
86.1,13.0,58.4,39.5,73.3,12.4,56.4,69.6,62.3,62.3,48.7,2.5,243,1,8,2,1,7.79,ML Engineer,Service-Based,3.84
79.2,22.6,12.7,0.0,100.0,9.1,62.5,58.2,73.3,32.5,70.8,3.5,309,0,7,2,1,6.83,ML Engineer,Service-Based,5.18
55.1,61.6,59.4,55.0,36.4,84.4,58.4,33.8,0.0,36.7,51.5,3.0,364,2,10,2,1,8.14,Software Developer,Product-Based,17.64
61.7,95.4,67.6,65.4,37.0,33.2,67.0,47.2,25.1,43.9,70.1,3.0,393,3,6,0,2,8.17,Software Developer,Fintech,19.6
29.4,58.1,61.3,97.5,21.8,100.0,38.0,54.3,18.0,62.6,61.0,4.0,344,1,4,6,4,7.19,Full-Stack Developer,Product-Based,19.77
61.2,35.3,34.7,15.7,5.0,24.1,40.8,87.9,28.5,38.6,29.0,2.5,258,0,3,3,2,7.64,DevOps Engineer,Startup,4.45
76.7,57.8,16.2,87.4,22.3,93.8,51.4,50.9,25.4,89.5,46.2,2.5,269,2,3,2,5,7.94,Full-Stack Developer,Product-Based,13.85
18.2,30.2,54.8,57.1,11.8,20.1,0.0,88.3,14.7,20.9,27.0,1.5,346,1,4,5,0,7.07,DevOps Engineer,Startup,4.67
19.4,26.1,19.3,100.0,0.0,100.0,63.9,75.4,38.9,41.5,56.9,4.0,361,3,5,0,1,7.91,Frontend Developer,Product-Based,15.13
25.4,19.8,0.6,92.5,36.5,59.5,34.5,27.1,6.3,55.8,56.2,2.5,309,1,7,6,1,7.24,Frontend Developer,Product-Based,12.79
78.8,50.7,42.4,0.0,100.0,48.0,48.1,33.7,66.2,42.8,87.3,3.5,20,1,10,3,3,8.1,ML Engineer,Service-Based,4.31
86.7,65.7,42.1,9.8,100.0,40.1,56.4,56.2,70.1,48.8,57.4,4.5,389,2,0,4,2,7.73,ML Engineer,Product-Based,16.18
49.6,58.3,7.3,64.0,3.7,76.0,55.4,56.5,11.5,46.3,50.2,3.0,420,0,4,3,1,7.2,Full-Stack Developer,Product-Based,16.89
31.3,31.9,30.2,70.7,8.2,79.7,67.6,58.9,12.5,59.5,40.2,2.5,401,2,2,2,1,7.44,Full-Stack Developer,Product-Based,16.79
100.0,39.7,35.4,16.3,100.0,0.0,80.5,54.8,83.2,13.5,54.4,1.5,251,1,1,4,2,7.36,ML Engineer,Service-Based,4.71
98.2,65.6,85.7,33.1,28.9,55.0,48.1,23.0,9.5,53.8,65.0,3.0,398,1,6,1,2,7.88,Backend Developer,Service-Based,4.91
100.0,5.5,25.3,16.1,88.8,21.2,52.5,64.0,78.3,36.1,45.9,2.5,252,1,6,2,3,6.36,Data Scientist,Service-Based,3.63
74.7,44.1,76.3,37.3,46.0,0.0,0.0,0.0,87.0,52.0,41.7,3.5,264,1,3,2,0,7.94,Data Analyst,Service-Based,5.24
70.2,72.6,16.2,100.0,2.5,69.4,76.6,33.5,19.9,94.3,49.0,3.0,281,2,9,6,2,7.52,Full-Stack Developer,Product-Based,17.11
21.5,53.7,12.8,25.1,44.7,24.2,53.5,85.4,41.9,54.0,44.3,2.5,164,2,7,1,4,8.66,DevOps Engineer,Startup,3.74
61.2,50.8,20.9,87.6,31.1,39.3,50.1,9.2,37.7,83.0,52.9,3.0,184,1,4,4,3,8.07,Full-Stack Developer,Product-Based,13.88
78.4,26.8,49.5,26.3,78.4,1.3,71.3,56.0,69.9,9.4,55.2,3.0,327,1,6,0,3,7.08,ML Engineer,Service-Based,4.93
73.5,27.9,19.3,60.3,27.4,31.7,51.1,36.7,77.8,65.8,45.2,2.5,221,3,4,3,1,7.63,Data Analyst,Product-Based,15.69
48.9,43.1,44.5,5.7,99.2,7.6,76.0,83.0,92.2,68.8,80.5,4.0,344,1,5,3,2,6.8,Data Scientist,Fintech,23.18
50.5,21.8,0.0,93.1,23.8,90.0,17.8,0.0,3.8,54.0,53.5,2.0,275,1,6,2,2,6.89,Frontend Developer,Startup,3.79
28.2,61.1,10.0,65.0,0.8,36.1,68.8,94.7,19.2,55.6,39.2,1.5,78,0,5,1,2,8.62,DevOps Engineer,Startup,3.78
85.3,14.1,0.5,51.9,64.9,0.0,23.2,34.2,85.5,70.6,31.1,2.0,185,0,4,1,2,8.15,Data Analyst,Startup,4.0
100.0,14.0,28.0,49.7,63.0,3.4,33.5,17.4,89.1,78.9,78.1,3.0,355,1,8,2,3,7.42,Data Scientist,Service-Based,4.5
99.1,55.2,28.9,57.1,30.5,10.0,64.5,45.1,31.0,69.6,37.8,2.5,507,2,4,1,2,7.47,Backend Developer,Service-Based,5.16
85.3,32.3,5.9,26.3,0.5,42.8,14.7,100.0,20.3,26.5,47.0,3.0,196,2,7,3,0,6.62,DevOps Engineer,Startup,3.96
100.0,46.9,40.2,0.8,98.4,0.0,33.1,31.8,78.4,59.3,45.7,3.0,256,1,8,4,2,6.35,Data Scientist,Service-Based,3.99
64.6,74.2,51.9,96.8,11.2,95.4,38.5,34.0,23.9,69.3,54.0,3.5,281,2,3,1,3,8.0,Full-Stack Developer,Product-Based,16.62
39.1,41.6,38.2,39.4,23.0,44.2,44.4,94.9,2.2,59.4,46.3,2.0,322,2,6,3,1,8.68,DevOps Engineer,Service-Based,4.63
40.6,54.1,25.7,93.9,0.0,91.9,66.6,39.1,8.8,53.9,58.7,2.0,253,2,6,4,1,6.43,Full-Stack Developer,Product-Based,15.91
94.5,26.7,45.9,13.3,100.0,8.6,80.5,49.9,61.0,55.3,62.5,3.5,450,2,6,4,2,8.33,ML Engineer,Fintech,26.55
87.3,100.0,63.8,39.3,37.4,17.8,52.6,30.9,0.0,64.4,44.6,3.0,204,1,5,4,3,7.95,Software Developer,Service-Based,4.79
26.3,86.8,64.9,77.0,5.4,55.3,30.7,3.2,20.7,49.6,60.4,3.5,350,2,1,4,3,6.44,Software Developer,Product-Based,16.12
83.2,0.0,24.9,15.3,15.8,32.5,45.6,91.4,28.1,72.4,40.0,2.5,216,0,8,3,0,8.22,DevOps Engineer,Startup,4.16
57.5,1.3,30.9,7.1,3.6,25.2,16.4,14.0,100.0,53.3,18.6,3.0,309,1,5,2,1,7.7,Data Analyst,Startup,4.56
70.6,9.4,43.4,26.0,100.0,1.7,63.3,34.5,78.4,76.1,68.5,3.0,283,2,5,3,1,8.88,Data Scientist,Service-Based,4.12
70.4,0.0,36.8,23.7,100.0,0.0,52.5,47.7,68.8,57.1,42.4,2.5,231,2,4,1,3,8.3,Data Scientist,Service-Based,4.81
75.4,80.1,39.6,24.5,95.3,0.0,40.6,61.9,60.8,29.3,70.3,3.0,528,1,3,2,2,8.12,ML Engineer,Product-Based,16.65
59.8,23.2,30.6,53.0,45.5,29.6,12.0,84.4,0.0,49.7,56.5,1.5,144,2,5,3,2,7.8,DevOps Engineer,Startup,4.58
100.0,77.6,23.0,25.8,36.1,46.7,53.7,8.1,5.6,69.4,55.9,3.5,219,2,3,2,1,8.07,Software Developer,Service-Based,4.35
67.9,37.7,9.8,50.1,46.4,28.2,36.5,28.8,72.0,53.1,42.3,3.0,211,1,8,3,0,7.57,Data Analyst,Startup,4.24
46.7,65.7,5.7,62.4,7.0,69.8,57.9,44.5,34.8,46.5,51.8,2.5,200,0,3,1,2,7.91,Full-Stack Developer,Product-Based,15.22
97.7,30.9,19.9,35.7,99.2,35.8,52.4,55.3,60.6,46.6,39.9,3.5,281,2,8,5,1,8.4,ML Engineer,Service-Based,5.4
100.0,0.0,27.9,7.5,100.0,0.0,25.8,28.7,75.5,48.2,58.1,3.5,525,2,3,2,3,6.57,Data Scientist,Service-Based,4.88
64.7,20.6,0.0,36.8,45.4,15.7,18.3,27.0,66.7,51.9,45.1,3.0,239,1,5,1,1,7.05,Data Analyst,Startup,5.01
71.5,34.3,73.6,48.8,28.2,53.4,76.4,69.6,39.6,82.0,73.8,5.0,372,2,2,6,3,8.34,Backend Developer,Fintech,24.56
45.2,55.2,7.3,87.6,24.5,100.0,0.0,17.6,30.3,31.2,55.6,3.0,293,2,7,1,1,7.33,Frontend Developer,Product-Based,12.9
62.7,76.0,61.8,55.3,0.0,41.5,56.2,57.5,31.8,94.0,46.8,3.0,304,2,4,5,1,9.31,Software Developer,Service-Based,5.27
69.2,64.1,62.3,58.6,28.6,39.1,61.2,24.8,11.5,58.8,71.2,4.0,279,2,0,2,1,8.99,Software Developer,Service-Based,5.06
66.6,71.2,72.0,36.0,21.8,21.1,56.4,57.6,25.7,51.9,43.7,2.0,531,1,1,5,1,7.95,Software Developer,Service-Based,5.23
62.2,53.9,47.2,60.4,17.6,22.8,49.2,27.2,31.6,61.9,34.1,3.5,282,0,11,4,1,7.53,Software Developer,Product-Based,12.82
68.3,10.2,51.0,32.4,69.1,0.0,34.1,57.8,68.0,63.3,71.2,2.5,258,0,3,3,1,9.06,Data Scientist,Service-Based,4.51
51.9,65.7,46.9,10.3,35.5,12.0,33.2,51.1,5.0,22.6,56.1,2.0,145,0,3,0,2,7.49,Software Developer,Startup,4.36
100.0,0.0,35.5,8.3,100.0,0.0,57.9,50.0,46.5,64.3,27.4,2.5,192,1,5,3,1,8.25,Data Scientist,Startup,2.75
78.7,37.6,29.0,0.0,100.0,31.0,56.7,32.4,85.2,7.4,37.9,4.0,95,1,0,1,2,8.7,Data Scientist,Service-Based,4.67
10.2,2.4,4.3,100.0,8.2,89.1,45.7,34.2,16.1,17.6,34.2,2.0,132,1,2,4,1,6.46,Frontend Developer,Startup,3.34
57.2,88.8,38.5,37.0,0.0,51.4,68.2,81.2,35.7,82.4,65.6,3.0,420,1,10,4,5,7.13,Backend Developer,Fintech,20.66
82.4,12.1,26.0,29.8,48.4,25.2,28.4,12.2,96.2,65.0,40.0,3.0,218,1,9,2,0,8.31,Data Analyst,Service-Based,3.69
37.2,71.4,28.6,54.9,8.2,57.8,51.5,39.5,7.7,45.9,58.4,2.5,265,1,4,4,4,8.34,Full-Stack Developer,Service-Based,4.5
57.6,42.3,65.2,27.0,0.0,5.3,51.3,98.8,8.3,19.8,39.2,3.0,186,0,3,3,1,7.09,DevOps Engineer,Startup,4.71
68.2,8.7,47.1,21.5,17.6,27.1,34.7,41.7,87.2,71.9,30.2,3.0,244,1,4,4,1,7.96,Data Analyst,Service-Based,3.76
100.0,0.0,50.8,15.6,100.0,22.1,40.0,36.9,33.6,43.7,31.0,1.5,135,1,6,2,2,7.79,ML Engineer,Startup,4.61
67.9,36.3,32.0,17.4,100.0,3.5,33.6,29.8,57.9,100.0,70.7,1.0,223,2,2,1,1,7.19,ML Engineer,Service-Based,4.72
100.0,13.5,44.5,0.0,91.1,15.4,61.4,48.9,79.5,20.1,36.6,1.5,389,1,4,2,2,7.78,Data Scientist,Service-Based,4.52
72.0,38.6,5.7,51.8,59.4,12.7,0.7,0.0,100.0,41.0,33.3,3.0,433,1,8,4,0,7.76,Data Analyst,Service-Based,4.67
71.7,70.2,64.3,48.6,16.1,21.5,57.3,33.8,32.3,81.1,56.8,3.5,530,2,6,2,0,8.72,Backend Developer,Product-Based,18.8
75.0,18.2,25.6,32.6,100.0,23.3,27.4,67.1,100.0,50.6,48.9,2.5,156,2,5,3,0,6.62,Data Scientist,Service-Based,4.17
73.3,1.0,0.0,26.3,29.1,39.7,30.2,45.3,100.0,53.6,48.5,2.0,419,0,6,4,3,7.24,Data Analyst,Service-Based,5.74
10.8,27.3,35.4,100.0,6.7,100.0,12.9,0.0,40.2,0.0,31.7,2.5,0,1,2,2,0,6.53,Frontend Developer,Startup,2.5
94.1,21.9,23.1,27.7,76.6,0.0,69.5,7.3,86.6,36.0,71.5,3.5,323,2,5,2,4,8.0,Data Scientist,Service-Based,4.53
63.4,72.4,90.8,59.0,15.1,59.1,48.0,47.4,18.5,79.5,65.4,2.5,404,1,6,1,0,7.21,Backend Developer,Product-Based,18.27
76.5,22.0,6.9,31.9,68.9,35.8,36.6,36.8,82.4,58.7,59.6,3.0,345,1,8,0,1,8.22,Data Analyst,Service-Based,5.5
58.9,99.2,17.7,70.3,34.3,49.7,23.9,48.5,43.1,44.6,47.9,3.0,389,2,6,3,1,8.14,Backend Developer,Product-Based,15.27
85.0,44.1,78.1,68.5,44.1,23.4,96.2,1.1,2.5,63.2,51.0,2.0,204,0,6,3,0,9.33,Software Developer,Product-Based,14.95
80.0,41.1,42.9,0.0,67.5,1.3,11.8,39.8,96.5,76.0,52.1,2.5,273,2,5,4,1,8.48,Data Scientist,Service-Based,4.69
64.6,66.8,65.9,51.2,0.0,36.4,39.1,64.5,8.6,77.9,59.0,3.0,273,1,4,1,2,7.99,Backend Developer,Service-Based,4.39
40.4,14.2,22.1,14.1,49.0,0.0,34.7,38.5,91.0,73.2,54.1,2.0,241,0,7,4,3,7.85,Data Analyst,Startup,4.55
60.4,55.1,53.5,54.9,44.0,41.4,65.2,58.5,34.1,34.9,54.8,3.5,393,0,1,2,1,8.36,Software Developer,Service-Based,5.83
96.9,43.4,35.6,28.0,94.3,3.6,61.7,35.3,85.0,83.2,60.6,3.5,298,3,3,3,1,8.96,Data Scientist,Product-Based,16.88
31.1,57.4,69.1,52.5,7.9,75.8,34.6,74.7,17.3,59.7,29.6,2.0,299,1,5,2,1,6.98,Backend Developer,Product-Based,15.25
91.0,40.3,36.5,24.2,94.5,13.5,51.3,25.4,45.4,33.9,38.9,2.5,280,2,5,3,2,6.93,ML Engineer,Service-Based,4.16
53.6,24.9,25.4,0.0,57.7,0.0,4.7,12.6,82.2,70.5,41.7,3.5,278,0,1,0,0,7.32,Data Analyst,Service-Based,4.8
72.5,100.0,42.7,85.2,28.4,4.7,38.6,60.7,0.0,58.9,35.2,4.5,294,3,9,5,1,7.52,Backend Developer,Product-Based,13.87
97.5,60.4,38.1,62.0,37.5,17.9,71.6,44.7,56.4,52.8,74.7,3.5,240,2,3,1,3,9.24,Software Developer,Product-Based,14.14
39.4,0.0,48.0,15.9,31.2,2.8,36.4,0.0,94.3,44.7,21.3,1.5,219,1,3,1,3,7.41,Data Analyst,Startup,3.02
83.5,44.8,62.5,22.5,90.5,4.9,53.1,27.3,54.7,69.4,64.5,3.0,242,3,3,5,3,8.04,Data Scientist,Service-Based,4.93
59.6,92.4,42.9,55.6,46.7,51.9,85.5,48.3,26.7,68.6,42.1,4.0,413,3,3,1,4,8.08,Backend Developer,Fintech,24.83
82.0,30.4,40.6,43.9,100.0,17.2,27.5,29.6,79.5,49.6,69.8,2.5,284,2,11,2,0,8.11,ML Engineer,Service-Based,4.99
79.1,46.0,6.3,49.2,17.3,65.1,66.1,14.1,49.0,58.9,41.0,2.5,396,2,5,1,2,7.01,Full-Stack Developer,Product-Based,10.86
70.0,5.1,31.7,16.2,79.8,39.7,79.4,44.5,97.4,28.2,55.4,3.0,245,1,6,4,4,7.74,Data Scientist,Service-Based,5.11
40.4,0.0,0.0,31.8,51.4,4.1,22.3,21.3,96.8,88.4,35.0,2.0,452,1,7,5,3,6.59,Data Analyst,Service-Based,4.54
15.9,31.6,45.1,79.4,0.0,100.0,38.0,18.4,20.8,74.2,32.0,2.5,164,1,4,3,0,7.59,Full-Stack Developer,Startup,3.59
79.3,50.1,36.0,59.0,25.1,100.0,54.8,61.2,19.9,63.2,51.5,3.5,345,2,9,4,0,7.53,Full-Stack Developer,Product-Based,15.52
83.3,47.5,43.6,17.6,92.1,36.9,54.6,57.0,99.3,56.7,78.5,2.5,310,3,6,5,3,7.88,Data Scientist,Product-Based,17.96
47.2,25.5,28.6,18.2,20.3,10.8,32.8,73.0,45.6,55.4,42.4,3.0,275,0,7,0,1,7.96,DevOps Engineer,Startup,4.18
91.7,20.9,30.5,32.0,45.2,0.0,25.7,13.4,100.0,32.1,57.9,2.5,249,1,5,4,0,6.31,Data Analyst,Startup,4.03
100.0,22.0,51.3,26.3,88.3,9.5,55.6,45.0,69.5,50.2,50.3,3.5,324,1,4,3,1,8.31,ML Engineer,Service-Based,4.92
25.8,12.7,15.6,96.5,25.5,54.2,22.2,47.0,15.0,2.0,53.1,3.0,37,3,1,3,3,5.92,Frontend Developer,Startup,3.0
53.9,100.0,86.8,35.1,45.7,0.0,76.5,79.6,52.1,76.4,71.3,3.0,348,2,9,4,5,8.43,Backend Developer,Fintech,29.79
42.9,58.8,39.2,81.2,13.0,73.5,40.8,66.4,1.7,66.0,62.0,2.5,408,2,8,3,1,7.59,Full-Stack Developer,Product-Based,14.03
41.7,91.8,25.1,78.1,0.0,60.7,58.7,36.6,0.0,88.4,44.9,2.0,208,1,5,2,0,8.08,Full-Stack Developer,Product-Based,15.62
32.7,20.4,26.0,29.7,3.8,13.6,33.7,77.3,41.1,60.4,34.2,2.5,260,0,8,4,3,7.48,DevOps Engineer,Startup,4.38
55.2,30.8,0.0,0.0,49.6,13.7,29.9,5.6,97.0,62.3,40.4,2.0,161,2,3,2,1,6.62,Data Analyst,Startup,4.44
70.7,39.5,36.2,74.3,55.2,100.0,61.3,52.7,24.6,56.7,52.1,2.5,365,2,1,7,2,9.6,Full-Stack Developer,Product-Based,16.45
72.3,35.3,22.9,24.8,1.8,13.2,34.7,91.2,48.9,73.4,29.8,2.5,0,1,6,2,2,7.17,DevOps Engineer,Startup,3.04
64.1,21.9,26.2,14.2,100.0,14.4,79.8,44.1,91.5,94.2,63.7,3.0,216,1,5,0,2,6.09,Data Scientist,Service-Based,5.24
76.3,44.5,3.9,83.1,30.9,100.0,70.3,29.5,23.7,33.0,55.5,3.0,102,1,10,3,1,7.64,Full-Stack Developer,Product-Based,14.61
28.1,33.2,0.0,72.3,10.6,67.3,47.1,61.0,18.2,48.2,29.4,2.0,124,0,7,1,0,6.86,Frontend Developer,Startup,4.7
64.0,91.5,68.9,24.2,0.0,43.0,53.5,17.7,11.4,70.4,32.0,4.0,308,1,1,2,0,7.62,Software Developer,Service-Based,4.66
83.7,21.3,72.2,35.6,88.1,12.9,46.5,38.4,62.2,62.0,51.7,4.0,443,1,7,6,5,6.94,ML Engineer,Product-Based,19.1
63.1,16.8,0.0,48.1,42.6,14.0,41.2,4.6,92.9,71.6,47.2,3.0,171,1,3,4,1,8.01,Data Analyst,Startup,4.39
42.8,49.7,68.6,25.7,32.4,47.9,35.9,58.1,33.2,49.9,50.7,3.5,279,1,8,2,1,7.36,Backend Developer,Service-Based,4.01
99.8,41.1,13.1,100.0,0.0,58.9,46.3,36.1,8.5,48.5,48.4,4.0,307,3,3,3,2,6.35,Full-Stack Developer,Product-Based,17.31
100.0,86.4,34.0,57.1,19.9,77.5,87.7,33.2,24.5,39.5,68.2,4.0,365,1,8,1,1,8.7,Software Developer,Fintech,20.88
49.6,52.0,34.7,17.0,15.2,37.0,54.9,87.7,57.2,41.6,31.5,2.0,269,1,3,6,4,6.73,DevOps Engineer,Startup,4.3
22.2,83.6,86.7,31.4,42.1,35.8,51.5,10.6,23.6,62.6,36.2,3.5,247,1,12,4,3,7.24,Software Developer,Service-Based,4.66
63.6,87.9,55.6,58.6,62.4,48.5,55.5,22.3,23.5,62.1,59.3,2.0,159,2,6,4,3,7.6,Software Developer,Service-Based,4.14
64.1,30.3,29.4,42.3,53.0,36.5,22.7,46.3,92.2,85.7,39.5,3.5,276,3,6,3,0,7.3,Data Analyst,Service-Based,4.79
42.6,14.8,0.3,20.9,38.0,32.8,22.6,9.3,100.0,82.5,39.8,3.0,189,2,4,1,1,5.78,Data Analyst,Startup,3.89
69.6,20.5,45.5,47.6,4.8,18.8,3.7,40.5,72.8,84.2,60.5,1.5,401,0,7,0,3,7.29,Data Analyst,Service-Based,4.07
100.0,72.4,59.1,5.8,76.7,17.1,95.6,75.6,74.7,41.3,70.2,3.5,288,1,8,2,2,8.33,ML Engineer,Fintech,24.82
92.1,97.8,42.7,67.5,37.9,57.4,60.9,54.2,34.6,87.3,61.2,3.5,325,2,2,2,4,9.08,Backend Developer,Product-Based,17.88
55.6,93.2,27.3,54.2,48.9,54.9,54.5,15.0,0.0,88.1,49.2,2.0,156,1,11,4,3,8.57,Software Developer,Service-Based,5.15
59.6,47.0,6.7,37.4,27.7,0.0,30.1,84.5,25.8,68.0,54.6,2.5,122,1,0,1,2,7.76,DevOps Engineer,Startup,4.2
55.8,57.5,24.5,57.5,0.0,19.1,0.4,95.7,21.2,51.8,53.4,2.5,395,1,3,1,2,6.87,DevOps Engineer,Service-Based,5.01
70.8,39.4,42.8,27.3,35.1,0.0,28.7,34.5,100.0,69.6,54.8,4.0,265,1,7,3,4,8.69,Data Analyst,Service-Based,4.35
100.0,0.0,31.7,5.1,94.4,37.4,43.4,51.7,69.2,54.7,47.7,4.0,268,3,1,3,2,7.24,Data Scientist,Service-Based,5.24
67.0,9.0,10.9,46.7,0.0,20.8,29.4,97.5,37.1,9.3,42.9,2.0,35,2,2,1,3,6.89,DevOps Engineer,Startup,3.94
78.9,19.8,9.4,28.4,25.0,31.2,14.6,30.0,100.0,77.7,40.5,3.0,205,1,3,3,3,8.12,Data Analyst,Startup,4.5
28.5,11.9,44.4,53.6,45.9,39.5,32.6,91.7,31.1,85.3,55.3,2.5,129,1,4,2,0,6.78,DevOps Engineer,Startup,4.26
54.6,100.0,25.0,52.1,0.7,23.6,35.8,75.3,46.7,63.8,63.9,2.5,342,1,3,3,2,6.92,Backend Developer,Service-Based,5.69
67.0,73.5,56.3,49.3,23.4,54.3,52.3,43.5,34.3,64.2,75.5,3.0,224,2,10,3,0,8.61,Software Developer,Service-Based,5.4
85.6,93.0,71.4,58.0,32.2,47.1,47.8,28.2,19.2,65.3,38.1,3.5,309,3,8,2,3,8.48,Software Developer,Service-Based,5.63
61.8,31.4,50.4,4.8,69.8,23.1,56.6,54.8,86.3,100.0,54.3,3.5,169,2,5,6,3,7.41,Data Scientist,Service-Based,4.7
75.5,60.7,47.3,32.8,0.0,24.2,48.1,36.2,48.0,82.8,62.3,2.0,306,3,3,1,2,7.1,Backend Developer,Service-Based,5.3
40.6,61.0,50.4,21.6,29.2,30.9,74.4,38.0,38.0,65.9,47.7,2.5,323,0,11,6,1,8.24,Backend Developer,Service-Based,4.19
100.0,7.1,42.2,24.5,100.0,40.7,36.5,40.3,89.7,14.9,41.7,3.0,191,2,7,5,3,6.46,ML Engineer,Service-Based,3.94
95.7,57.0,37.8,0.0,100.0,43.8,60.3,12.1,58.3,81.2,75.8,3.0,465,2,6,4,3,7.25,ML Engineer,Product-Based,19.08
76.2,13.6,4.2,13.5,40.4,25.3,0.0,6.8,81.7,88.7,31.1,2.0,238,2,4,5,4,7.41,Data Analyst,Startup,4.21
78.1,78.2,82.5,53.8,37.8,85.9,73.8,27.7,18.4,48.0,72.6,3.5,503,2,7,2,2,7.65,Software Developer,Fintech,25.9
62.1,65.3,41.0,23.6,16.2,22.4,80.5,49.4,32.4,82.4,30.7,2.5,259,3,7,3,2,8.39,Backend Developer,Service-Based,4.97
100.0,63.2,47.4,45.9,0.0,71.8,65.5,24.1,21.8,43.3,54.2,2.5,188,1,4,5,3,6.78,Software Developer,Product-Based,15.18
61.3,0.0,48.6,0.9,79.7,9.2,44.0,49.4,59.9,38.1,26.6,2.5,327,3,3,2,1,7.16,ML Engineer,Startup,5.03
43.1,19.9,47.0,99.1,0.0,65.4,28.1,44.6,28.5,91.9,57.2,2.5,278,1,5,3,2,6.61,Full-Stack Developer,Product-Based,15.02
91.8,36.9,40.1,22.1,100.0,0.0,52.6,64.6,42.6,51.7,58.8,2.0,462,0,4,3,2,7.49,ML Engineer,Service-Based,5.08
90.6,35.7,22.4,40.2,35.0,27.2,0.0,100.0,0.6,27.4,38.2,2.5,67,1,8,2,2,7.7,DevOps Engineer,Startup,3.43
100.0,30.2,8.5,13.1,100.0,1.3,60.2,44.5,63.7,68.6,57.2,4.0,336,1,6,1,1,8.26,ML Engineer,Service-Based,5.36
69.4,57.5,46.7,45.4,37.7,40.9,90.7,17.4,39.3,63.8,41.0,2.5,425,1,11,2,2,8.74,Software Developer,Service-Based,4.51
71.7,86.3,79.1,42.6,13.3,42.6,36.9,22.1,0.0,97.3,50.4,3.5,129,2,3,4,3,7.71,Backend Developer,Service-Based,4.67
55.7,30.0,50.9,29.1,5.5,57.2,57.3,91.7,18.7,49.2,38.5,3.5,379,3,7,0,3,7.37,DevOps Engineer,Service-Based,4.87
100.0,60.0,79.8,53.9,18.7,49.8,87.4,7.8,31.5,77.7,63.2,4.0,206,1,4,4,3,8.69,Backend Developer,Service-Based,4.79
92.4,10.4,21.1,52.1,23.4,12.6,45.5,0.0,94.1,64.8,36.6,3.5,330,2,4,2,1,7.93,Data Analyst,Service-Based,4.27
49.8,63.5,49.8,54.4,37.2,63.6,68.7,15.0,71.4,58.5,61.2,3.5,245,2,10,0,2,7.13,Software Developer,Product-Based,17.47
33.6,100.0,54.3,49.7,14.9,78.6,97.7,2.6,8.6,53.8,45.9,3.0,270,1,3,1,2,8.15,Full-Stack Developer,Product-Based,12.14
65.2,68.0,53.3,16.6,46.9,7.2,92.0,54.7,18.0,87.1,51.7,3.5,385,2,5,4,3,8.75,Backend Developer,Service-Based,4.94
61.9,100.0,73.6,37.5,56.0,42.6,91.0,34.9,37.7,82.2,60.9,4.0,463,2,7,4,4,8.83,Backend Developer,Top-Tier,48.59
100.0,13.8,36.6,10.0,82.3,0.0,34.3,32.1,77.4,49.0,35.0,2.5,264,2,8,2,2,6.56,Data Scientist,Startup,3.8
53.7,100.0,67.7,60.4,25.6,35.9,67.5,47.5,42.4,65.4,70.1,3.0,424,1,5,2,3,7.7,Software Developer,Fintech,28.09
69.8,92.1,67.8,70.0,51.9,34.5,77.8,48.5,29.6,76.1,66.7,4.0,328,3,9,2,2,7.57,Software Developer,Fintech,23.49
81.5,70.0,26.1,46.4,14.1,12.0,68.8,100.0,33.0,45.4,44.1,3.5,366,2,5,2,2,6.44,DevOps Engineer,Service-Based,4.72
59.1,100.0,28.2,72.4,18.9,64.3,29.9,33.9,35.9,71.0,54.3,3.5,433,1,1,0,3,7.3,Full-Stack Developer,Product-Based,18.47
72.5,15.8,15.1,35.9,96.1,21.6,45.8,37.6,94.2,42.9,48.7,3.5,431,0,9,4,3,6.63,Data Scientist,Service-Based,4.81
